SrcAddr,DstAddr,TimeWindow,Packets,Timestamp
10.155.14.1,142.250.74.162,7,1428:outgoing; 1432:incoming; 1432:incoming; 1432:incoming; 1432:incoming; 1432:incoming; 1432:incoming; 120:outgoing; 1428:outgoing; 471:outgoing; 1432:incoming; 107:incoming; 488:incoming; 107:incoming; 127:outgoing; 111:outgoing; 192:outgoing; 102:outgoing; 1012:incoming; 102:outgoing; 107:incoming; 111:outgoing; 114:outgoing; 114:outgoing; 120:outgoing; 120:outgoing; 110:outgoing; 114:outgoing; 102:outgoing; 60:outgoing; 186:outgoing; 114:incoming; 118:incoming; 106:incoming; 1437:incoming; 64:incoming; 64:incoming; 64:incoming; 120:outgoing; 1428:outgoing; 905:outgoing; 107:incoming; 302:incoming; 107:incoming; 111:outgoing; 102:outgoing; 102:outgoing; 102:outgoing; 102:outgoing; 102:outgoing,2022-08-29 14:42; 2022-08-29 14:43; 2022-08-29 14:45
10.155.14.1,142.250.74.163,7,110:outgoing; 106:incoming; 102:outgoing; 102:outgoing; 106:incoming; 102:outgoing; 106:incoming; 329:outgoing; 102:outgoing; 114:incoming; 252:incoming; 102:outgoing; 64:incoming; 114:outgoing; 114:outgoing; 114:outgoing; 102:outgoing; 356:outgoing; 114:outgoing; 102:outgoing; 166:outgoing; 106:incoming; 196:incoming; 166:outgoing; 102:outgoing; 64:incoming; 196:incoming; 64:incoming; 110:outgoing; 110:outgoing; 114:incoming; 114:incoming; 102:outgoing; 64:incoming; 102:outgoing; 619:outgoing; 106:incoming; 106:incoming; 64:incoming; 64:incoming; 619:outgoing; 106:incoming; 102:outgoing; 356:outgoing; 992:incoming; 106:incoming; 106:incoming; 102:outgoing; 992:incoming; 356:outgoing,2022-08-29 14:41; 2022-08-29 14:42; 2022-08-29 14:43; 2022-08-29 14:44
10.155.14.1,142.250.74.165,7,110:outgoing; 102:outgoing; 102:outgoing; 64:incoming; 274:incoming; 64:incoming; 114:outgoing; 106:incoming; 619:outgoing; 102:outgoing; 114:incoming; 64:incoming; 1160:incoming; 106:incoming; 141:outgoing; 102:outgoing; 102:outgoing; 102:outgoing; 102:outgoing; 145:incoming; 248:incoming; 342:incoming; 102:outgoing; 137:incoming; 133:outgoing; 102:outgoing; 106:incoming; 960:incoming; 210:outgoing; 1184:outgoing; 194:outgoing; 176:outgoing; 102:outgoing; 106:incoming; 106:incoming; 102:outgoing; 102:outgoing; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding,2022-08-29 14:44
10.155.14.1,142.250.74.170,7,110:outgoing; 1457:outgoing; 114:outgoing; 144:incoming; 175:incoming; 102:outgoing; 241:outgoing; 175:incoming; 401:incoming; 102:outgoing; 114:outgoing; 195:outgoing; 114:outgoing; 1518:incoming; 64:incoming; 64:incoming; 454:incoming; 106:incoming; 282:outgoing; 102:outgoing; 114:incoming; 114:outgoing; 152:incoming; 106:incoming; 148:outgoing; 102:outgoing; 317:incoming; 539:incoming; 442:incoming; 106:incoming; 140:outgoing; 106:incoming; 102:outgoing; 114:outgoing; 114:outgoing; 114:outgoing; 64:incoming; 64:incoming; 64:incoming; 106:incoming; 291:outgoing; 102:outgoing; 114:incoming; 110:outgoing; 455:incoming; 106:incoming; 106:incoming; 102:outgoing; 152:incoming; 189:incoming,2022-08-29 14:42; 2022-08-29 14:43; 2022-08-29 14:44
10.155.14.1,142.250.74.174,7,1428:outgoing; 1432:incoming; 1428:outgoing; 1432:incoming; 1432:incoming; 1432:incoming; 1432:incoming; 64:incoming; 64:incoming; 102:outgoing; 102:outgoing; 114:outgoing; 120:outgoing; 120:outgoing; 64:incoming; 1428:outgoing; 192:outgoing; 114:outgoing; 986:incoming; 102:outgoing; 64:incoming; 120:outgoing; 1432:incoming; 64:incoming; 110:outgoing; 114:incoming; 1432:incoming; 60:outgoing; 187:outgoing; 118:incoming; 106:incoming; 102:outgoing; 111:outgoing; 111:outgoing; 141:incoming; 867:incoming; 1432:incoming; 1432:incoming; 107:incoming; 102:outgoing; 111:outgoing; 111:outgoing; 1432:incoming; 1432:incoming; 102:outgoing; 1014:incoming; 709:outgoing; 807:outgoing; 107:incoming; 383:incoming,2022-08-29 14:43
10.155.14.1,142.250.74.35,7,1428:outgoing; 106:incoming; 118:incoming; 107:incoming; 1432:incoming; 119:outgoing; 60:outgoing; 102:outgoing; 900:outgoing; 175:outgoing; 114:incoming; 1428:outgoing; 1432:incoming; 1432:incoming; 120:outgoing; 1432:incoming; 110:outgoing; 120:outgoing; 1432:incoming; 102:outgoing; 113:outgoing; 106:incoming; 107:incoming; 111:outgoing; 192:outgoing; 111:outgoing; 114:outgoing; 64:incoming; 114:outgoing; 111:outgoing; 64:incoming; 114:outgoing; 64:incoming; 1411:incoming; 107:incoming; 632:incoming; 106:incoming; 102:outgoing; 411:outgoing; 203:incoming; 107:incoming; 111:outgoing; 102:outgoing; 102:outgoing; 102:outgoing; 102:outgoing; 102:outgoing; 0:padding; 0:padding; 0:padding,2022-08-29 14:43; 2022-08-29 14:45
10.155.14.1,142.250.74.42,7,110:outgoing; 110:outgoing; 110:outgoing; 110:outgoing; 110:outgoing; 110:outgoing; 110:outgoing; 110:outgoing; 110:outgoing; 110:outgoing; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding,2022-08-29 14:45; 2022-08-29 14:46
10.155.14.1,142.250.74.74,7,110:outgoing; 102:outgoing; 102:outgoing; 102:outgoing; 102:outgoing; 133:incoming; 191:incoming; 798:incoming; 1309:incoming; 106:incoming; 1160:outgoing; 166:outgoing; 106:incoming; 102:outgoing; 102:outgoing; 102:outgoing; 595:incoming; 64:incoming; 64:incoming; 64:incoming; 106:incoming; 619:outgoing; 102:outgoing; 114:incoming; 102:outgoing; 102:outgoing; 102:outgoing; 102:outgoing; 133:incoming; 102:outgoing; 688:incoming; 769:incoming; 106:incoming; 1229:outgoing; 221:incoming; 102:outgoing; 102:outgoing; 102:outgoing; 133:incoming; 264:incoming; 106:incoming; 1369:outgoing; 106:incoming; 744:incoming; 106:incoming; 60:outgoing; 60:outgoing; 60:outgoing; 60:outgoing; 60:outgoing,2022-08-29 14:42; 2022-08-29 14:43; 2022-08-29 14:44; 2022-08-29 14:45; 2022-08-29 14:46
10.155.14.1,142.250.74.99,7,110:outgoing; 114:incoming; 102:outgoing; 619:outgoing; 106:incoming; 542:incoming; 64:incoming; 64:incoming; 64:incoming; 114:outgoing; 114:outgoing; 114:outgoing; 102:outgoing; 1239:incoming; 106:incoming; 102:outgoing; 106:incoming; 166:outgoing; 393:outgoing; 167:incoming; 64:incoming; 167:incoming; 64:incoming; 64:incoming; 619:outgoing; 102:outgoing; 114:incoming; 110:outgoing; 106:incoming; 64:incoming; 64:incoming; 64:incoming; 64:incoming; 64:incoming; 106:incoming; 64:incoming; 64:incoming; 90:outgoing; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding,2022-08-29 14:44
10.155.14.1,142.251.1.188,7,110:outgoing; 102:outgoing; 102:outgoing; 140:incoming; 190:incoming; 102:outgoing; 102:outgoing; 106:incoming; 449:outgoing; 106:incoming; 166:outgoing; 102:outgoing; 114:outgoing; 641:incoming; 102:outgoing; 102:outgoing; 102:outgoing; 619:outgoing; 106:incoming; 1518:incoming; 114:incoming; 64:incoming; 1117:incoming; 64:incoming; 102:outgoing; 64:incoming; 126:outgoing; 102:outgoing; 94:incoming; 64:incoming; 106:incoming; 166:outgoing; 102:outgoing; 114:outgoing; 102:outgoing; 102:outgoing; 64:incoming; 102:outgoing; 64:incoming; 64:incoming; 106:incoming; 619:outgoing; 114:incoming; 110:outgoing; 1118:incoming; 102:outgoing; 102:outgoing; 102:outgoing; 102:outgoing; 102:outgoing,2022-08-29 14:41; 2022-08-29 14:44; 2022-08-29 14:45
10.155.14.1,172.217.21.162,7,110:outgoing; 407:incoming; 106:incoming; 982:incoming; 627:outgoing; 194:outgoing; 176:outgoing; 102:outgoing; 114:outgoing; 114:outgoing; 64:incoming; 64:incoming; 64:incoming; 513:incoming; 106:incoming; 619:outgoing; 102:outgoing; 114:incoming; 114:outgoing; 1283:incoming; 407:incoming; 1283:incoming; 1283:incoming; 1283:incoming; 1283:incoming; 1283:incoming; 1283:incoming; 64:incoming; 273:incoming; 106:incoming; 1120:outgoing; 106:incoming; 166:outgoing; 102:outgoing; 114:outgoing; 114:outgoing; 64:incoming; 114:outgoing; 64:incoming; 1518:incoming; 379:incoming; 106:incoming; 619:outgoing; 102:outgoing; 114:incoming; 110:outgoing; 114:outgoing; 102:outgoing; 0:padding; 0:padding,2022-08-29 14:44; 2022-08-29 14:45
10.155.14.1,172.217.21.170,7,110:outgoing; 195:incoming; 238:incoming; 359:incoming; 106:incoming; 106:incoming; 106:incoming; 133:outgoing; 1019:outgoing; 137:incoming; 102:outgoing; 194:outgoing; 984:incoming; 339:outgoing; 102:outgoing; 114:outgoing; 114:outgoing; 114:outgoing; 64:incoming; 64:incoming; 1518:incoming; 662:incoming; 106:incoming; 619:outgoing; 102:outgoing; 114:incoming; 176:outgoing; 106:incoming; 102:outgoing; 141:outgoing; 64:incoming; 102:outgoing; 114:outgoing; 114:outgoing; 102:outgoing; 114:outgoing; 114:outgoing; 114:outgoing; 64:incoming; 64:incoming; 461:incoming; 64:incoming; 64:incoming; 460:incoming; 64:incoming; 110:outgoing; 110:outgoing; 114:incoming; 102:outgoing; 114:incoming,2022-08-29 14:43; 2022-08-29 14:44; 2022-08-29 14:45; 2022-08-29 14:46
10.155.14.1,173.194.220.100,7,1428:outgoing; 1432:incoming; 1428:outgoing; 1432:incoming; 1432:incoming; 1432:incoming; 1432:incoming; 107:incoming; 107:incoming; 114:outgoing; 114:outgoing; 114:outgoing; 102:outgoing; 111:outgoing; 176:outgoing; 1432:incoming; 111:outgoing; 954:incoming; 102:outgoing; 102:outgoing; 106:incoming; 432:incoming; 64:incoming; 64:incoming; 120:outgoing; 110:outgoing; 114:incoming; 102:outgoing; 619:outgoing; 120:outgoing; 1428:outgoing; 1227:outgoing; 1239:incoming; 1518:incoming; 64:incoming; 1428:outgoing; 111:outgoing; 107:incoming; 148:incoming; 874:outgoing; 1428:outgoing; 107:incoming; 107:incoming; 111:outgoing; 107:incoming; 148:incoming; 107:incoming; 107:incoming; 107:incoming; 1428:outgoing,2022-08-29 14:43; 2022-08-29 14:44; 2022-08-29 14:45; 2022-08-29 14:46
10.155.14.1,193.166.161.100,7,110:outgoing; 94:incoming; 110:outgoing; 94:incoming; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding,2022-08-29 14:41
10.155.14.1,193.166.161.4,7,110:outgoing; 102:outgoing; 106:incoming; 106:incoming; 133:outgoing; 474:incoming; 400:incoming; 435:incoming; 378:incoming; 106:incoming; 112:outgoing; 110:outgoing; 125:outgoing; 187:outgoing; 102:outgoing; 114:outgoing; 102:outgoing; 157:incoming; 114:incoming; 102:outgoing; 237:outgoing; 106:incoming; 656:incoming; 114:outgoing; 74:incoming; 114:outgoing; 74:incoming; 74:incoming; 114:outgoing; 102:outgoing; 195:outgoing; 74:incoming; 102:outgoing; 195:outgoing; 102:outgoing; 261:outgoing; 475:incoming; 114:outgoing; 157:incoming; 102:outgoing; 106:incoming; 656:incoming; 74:incoming; 237:outgoing; 102:outgoing; 114:incoming; 110:outgoing; 74:incoming; 261:outgoing; 444:incoming,2022-08-29 14:41; 2022-08-29 14:42; 2022-08-29 14:43; 2022-08-29 14:44; 2022-08-29 14:45; 2022-08-29 14:46
10.155.14.1,216.239.32.36,7,110:outgoing; 106:incoming; 1347:outgoing; 401:incoming; 195:outgoing; 102:outgoing; 114:outgoing; 114:outgoing; 586:incoming; 114:outgoing; 64:incoming; 64:incoming; 419:incoming; 106:incoming; 295:outgoing; 102:outgoing; 114:incoming; 64:incoming; 102:outgoing; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding,2022-08-29 14:44
10.155.14.1,216.239.35.0,7,126:outgoing; 130:incoming; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding,2022-08-29 14:41
10.155.14.1,216.58.207.193,7,1428:outgoing; 1432:incoming; 1428:outgoing; 1432:incoming; 1432:incoming; 1432:incoming; 1432:incoming; 102:outgoing; 102:outgoing; 102:outgoing; 114:outgoing; 102:outgoing; 124:incoming; 120:outgoing; 1428:outgoing; 192:outgoing; 121:outgoing; 1432:incoming; 102:outgoing; 102:outgoing; 113:outgoing; 102:outgoing; 302:outgoing; 1432:incoming; 1356:incoming; 111:outgoing; 988:incoming; 102:outgoing; 64:incoming; 571:incoming; 110:outgoing; 120:outgoing; 114:incoming; 1432:incoming; 1432:incoming; 1432:incoming; 1432:incoming; 120:outgoing; 60:outgoing; 102:outgoing; 120:outgoing; 118:incoming; 106:incoming; 64:incoming; 64:incoming; 64:incoming; 64:incoming; 64:incoming; 175:outgoing; 111:outgoing,2022-08-29 14:43
10.155.14.1,216.58.207.195,7,110:outgoing; 102:outgoing; 114:outgoing; 114:outgoing; 64:incoming; 64:incoming; 114:outgoing; 109:incoming; 106:incoming; 285:outgoing; 102:outgoing; 114:incoming; 64:incoming; 102:outgoing; 102:outgoing; 102:outgoing; 102:outgoing; 102:outgoing; 102:outgoing; 102:outgoing; 102:outgoing; 64:incoming; 102:outgoing; 64:incoming; 64:incoming; 102:outgoing; 102:outgoing; 102:outgoing; 64:incoming; 64:incoming; 102:outgoing; 102:outgoing; 64:incoming; 64:incoming; 64:incoming; 64:incoming; 64:incoming; 64:incoming; 64:incoming; 1518:incoming; 64:incoming; 1518:incoming; 64:incoming; 64:incoming; 1518:incoming; 64:incoming; 64:incoming; 64:incoming; 64:incoming; 64:incoming,2022-08-29 14:43
10.155.14.1,216.58.207.202,7,1328:outgoing; 64:incoming; 64:incoming; 64:incoming; 610:incoming; 145:incoming; 114:outgoing; 114:outgoing; 653:incoming; 114:outgoing; 112:outgoing; 176:outgoing; 113:outgoing; 966:incoming; 111:outgoing; 107:incoming; 102:outgoing; 102:outgoing; 106:incoming; 109:incoming; 119:outgoing; 1332:incoming; 1332:incoming; 1328:outgoing; 119:outgoing; 1332:incoming; 278:incoming; 175:incoming; 1332:incoming; 110:outgoing; 102:outgoing; 161:outgoing; 147:outgoing; 619:outgoing; 529:outgoing; 1102:outgoing; 928:incoming; 114:incoming; 107:incoming; 107:incoming; 111:outgoing; 114:outgoing; 111:outgoing; 362:incoming; 109:incoming; 811:outgoing; 156:outgoing; 275:incoming; 753:outgoing; 107:incoming,2022-08-29 14:43; 2022-08-29 14:45
10.155.14.1,216.58.207.214,7,1428:outgoing; 1432:incoming; 1432:incoming; 1432:incoming; 120:outgoing; 1432:incoming; 1432:incoming; 120:outgoing; 176:outgoing; 250:outgoing; 950:incoming; 102:outgoing; 1432:incoming; 111:outgoing; 107:incoming; 111:outgoing; 1428:outgoing; 111:outgoing; 314:incoming; 102:outgoing; 114:outgoing; 114:outgoing; 120:outgoing; 114:incoming; 102:outgoing; 619:outgoing; 106:incoming; 110:outgoing; 64:incoming; 64:incoming; 64:incoming; 114:outgoing; 711:incoming; 1432:incoming; 111:outgoing; 111:outgoing; 111:outgoing; 111:outgoing; 768:incoming; 1432:incoming; 1432:incoming; 1432:incoming; 1432:incoming; 1432:incoming; 1432:incoming; 1432:incoming; 1432:incoming; 1432:incoming; 1432:incoming; 1432:incoming,2022-08-29 14:42; 2022-08-29 14:43; 2022-08-29 14:45
10.155.14.1,216.58.207.234,7,1428:outgoing; 1432:incoming; 102:outgoing; 114:outgoing; 114:outgoing; 114:outgoing; 64:incoming; 64:incoming; 64:incoming; 393:incoming; 106:incoming; 64:incoming; 120:outgoing; 185:outgoing; 60:outgoing; 102:outgoing; 1432:incoming; 1432:incoming; 1432:incoming; 114:incoming; 110:outgoing; 118:incoming; 111:outgoing; 106:incoming; 102:outgoing; 620:outgoing; 107:incoming; 1428:outgoing; 107:incoming; 1377:outgoing; 137:incoming; 107:incoming; 107:incoming; 314:incoming; 1432:incoming; 1432:incoming; 120:outgoing; 192:outgoing; 1428:outgoing; 120:outgoing; 258:outgoing; 194:outgoing; 102:outgoing; 133:outgoing; 1010:incoming; 111:outgoing; 1432:incoming; 1432:incoming; 1432:incoming; 111:outgoing,2022-08-29 14:42; 2022-08-29 14:43; 2022-08-29 14:44; 2022-08-29 14:45
10.155.14.1,216.58.207.238,7,110:outgoing; 106:incoming; 106:incoming; 166:outgoing; 102:outgoing; 114:outgoing; 102:outgoing; 102:outgoing; 64:incoming; 665:outgoing; 1117:incoming; 64:incoming; 1518:incoming; 106:incoming; 619:outgoing; 102:outgoing; 114:incoming; 64:incoming; 114:outgoing; 133:incoming; 102:outgoing; 102:outgoing; 102:outgoing; 133:incoming; 929:incoming; 160:incoming; 1381:incoming; 102:outgoing; 126:outgoing; 102:outgoing; 102:outgoing; 126:outgoing; 126:outgoing; 126:outgoing; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding; 0:padding,2022-08-29 14:44; 2022-08-29 14:45
